date,rank,team,points
28 November 2019,52,Hungary,1416
28 November 2019,54,Greece,1409
28 November 2019,58,Finland,1386
28 November 2019,59,Bulgaria,1381
28 November 2019,64,Montenegro,1365
28 November 2019,64,Slovenia,1365
28 November 2019,66,Albania,1356
28 November 2019,68,North Macedonia,1347
28 November 2019,87,Belarus,1280
28 November 2019,91,Georgia,1267
28 November 2019,93,Israel,1260
28 November 2019,95,Cyprus,1251
28 November 2019,98,Luxembourg,1236
28 November 2019,102,Armenia,1213
28 November 2019,103,Estonia,1202
28 November 2019,110,Faroe Islands,1181
28 November 2019,114,Azerbaijan,1177
28 November 2019,115,Kosovo,1174
28 November 2019,118,Kazakhstan,1155
28 November 2019,131,Lithuania,1089
28 November 2019,135,Andorra,1082
28 November 2019,137,Latvia,1079
19 December 2019,1,Belgium,1765
19 December 2019,2,France,1733
19 December 2019,4,England,1661
19 December 2019,6,Croatia,1642
19 December 2019,7,Portugal,1639
19 December 2019,8,Spain,1636
19 December 2019,12,Switzerland,1608
19 December 2019,13,Italy,1607
19 December 2019,14,Netherlands,1604
19 December 2019,15,Germany,1602
19 December 2019,16,Denmark,1598
19 December 2019,17,Sweden,1579
19 December 2019,19,Poland,1559
19 December 2019,22,Wales,1540
19 December 2019,24,Ukraine,1537
19 December 2019,26,Austria,1507
19 December 2019,29,Turkey,1494
19 December 2019,29,Serbia,1494
19 December 2019,32,Slovakia,1490
19 December 2019,34,Republic of Ireland,1486
19 December 2019,36,Northern Ireland,1476
19 December 2019,37,Romania,1475
19 December 2019,38,Russia,1470
19 December 2019,39,Iceland,1464
19 December 2019,44,Norway,1451
19 December 2019,45,Czech Republic,1446
19 December 2019,49,Bosnia and Herzegovina,1430
19 December 2019,50,Scotland,1422
19 December 2019,52,Hungary,1416
19 December 2019,54,Greece,1409
19 December 2019,58,Finland,1386
19 December 2019,59,Bulgaria,1381
19 December 2019,64,Montenegro,1365
19 December 2019,64,Slovenia,1365
19 December 2019,66,Albania,1356
19 December 2019,68,North Macedonia,1347
19 December 2019,87,Belarus,1280
19 December 2019,91,Georgia,1267
19 December 2019,93,Israel,1260
19 December 2019,95,Cyprus,1251
19 December 2019,98,Luxembourg,1236
19 December 2019,102,Armenia,1213
19 December 2019,103,Estonia,1202
19 December 2019,110,Faroe Islands,1181
19 December 2019,114,Azerbaijan,1177
19 December 2019,115,Kosovo,1174
19 December 2019,118,Kazakhstan,1155
19 December 2019,131,Lithuania,1089
19 December 2019,135,Andorra,1082
19 December 2019,137,Latvia,1079
20 February 2020,1,Belgium,1765
20 February 2020,2,France,1733
20 February 2020,4,England,1661
20 February 2020,6,Croatia,1642
20 February 2020,7,Portugal,1639
20 February 2020,8,Spain,1636
20 February 2020,12,Switzerland,1608
20 February 2020,13,Italy,1607
20 February 2020,14,Netherlands,1604
20 February 2020,15,Germany,1602
20 February 2020,16,Denmark,1598
20 February 2020,17,Sweden,1579
20 February 2020,19,Poland,1559
20 February 2020,23,Wales,1540
20 February 2020,24,Ukraine,1537
20 February 2020,26,Austria,1507
20 February 2020,29,Turkey,1494
20 February 2020,29,Serbia,1494
20 February 2020,32,Slovakia,1490
20 February 2020,34,Republic of Ireland,1486
20 February 2020,36,Northern Ireland,1476
20 February 2020,37,Romania,1475
20 February 2020,38,Russia,1470
20 February 2020,39,Iceland,1465
20 February 2020,44,Norway,1451
20 February 2020,45,Czech Republic,1446
20 February 2020,49,Bosnia and Herzegovina,1430
20 February 2020,50,Scotland,1422
20 February 2020,52,Hungary,1416
20 February 2020,54,Greece,1409
20 February 2020,58,Finland,1386
20 February 2020,59,Bulgaria,1381
20 February 2020,64,Montenegro,1365
20 February 2020,64,Slovenia,1365
20 February 2020,66,Albania,1356
20 February 2020,68,North Macedonia,1347
20 February 2020,87,Belarus,1280
20 February 2020,91,Georgia,1267
20 February 2020,93,Israel,1260
20 February 2020,95,Cyprus,1251
20 February 2020,98,Luxembourg,1236
20 February 2020,102,Armenia,1213
20 February 2020,104,Estonia,1202
20 February 2020,110,Faroe Islands,1181
20 February 2020,114,Azerbaijan,1177
20 February 2020,115,Kosovo,1174
20 February 2020,118,Kazakhstan,1155
20 February 2020,131,Lithuania,1089
20 February 2020,135,Andorra,1082
20 February 2020,137,Latvia,1079
09 April 2020,1,Belgium,1765
09 April 2020,2,France,1733
09 April 2020,4,England,1661
09 April 2020,6,Croatia,1642
09 April 2020,7,Portugal,1639
09 April 2020,8,Spain,1636
09 April 2020,12,Switzerland,1608
09 April 2020,13,Italy,1607
09 April 2020,14,Netherlands,1604
09 April 2020,15,Germany,1602
09 April 2020,16,Denmark,1598
09 April 2020,17,Sweden,1579
09 April 2020,19,Poland,1559
09 April 2020,23,Wales,1540
09 April 2020,24,Ukraine,1537
09 April 2020,26,Austria,1507
09 April 2020,29,Turkey,1494
09 April 2020,29,Serbia,1494
09 April 2020,32,Slovakia,1490
09 April 2020,34,Republic of Ireland,1486
09 April 2020,36,Northern Ireland,1476
09 April 2020,37,Romania,1475
09 April 2020,38,Russia,1470
09 April 2020,39,Iceland,1465
09 April 2020,44,Norway,1451
09 April 2020,45,Czech Republic,1446
09 April 2020,49,Bosnia and Herzegovina,1430
09 April 2020,50,Scotland,1422
09 April 2020,52,Hungary,1416
09 April 2020,54,Greece,1409
09 April 2020,58,Finland,1386
09 April 2020,59,Bulgaria,1381
09 April 2020,64,Slovenia,1365
09 April 2020,64,Montenegro,1365
09 April 2020,66,Albania,1356
09 April 2020,68,North Macedonia,1347
09 April 2020,87,Belarus,1283
09 April 2020,91,Georgia,1267
09 April 2020,93,Israel,1260
09 April 2020,95,Cyprus,1251
09 April 2020,98,Luxembourg,1236
09 April 2020,102,Armenia,1213
09 April 2020,104,Estonia,1202
09 April 2020,110,Faroe Islands,1181
09 April 2020,114,Azerbaijan,1177
09 April 2020,115,Kosovo,1174
09 April 2020,118,Kazakhstan,1155
09 April 2020,131,Lithuania,1089
09 April 2020,135,Andorra,1082
09 April 2020,137,Latvia,1079
11 June 2020,1,Belgium,1765
11 June 2020,2,France,1733
11 June 2020,4,England,1661
11 June 2020,6,Croatia,1642
11 June 2020,7,Portugal,1639
11 June 2020,8,Spain,1636
11 June 2020,12,Switzerland,1608
11 June 2020,13,Italy,1607
11 June 2020,14,Netherlands,1604
11 June 2020,15,Germany,1602
11 June 2020,16,Denmark,1598
11 June 2020,17,Sweden,1579
11 June 2020,19,Poland,1559
11 June 2020,23,Wales,1540
11 June 2020,24,Ukraine,1537
11 June 2020,26,Austria,1507
11 June 2020,29,Turkey,1494
11 June 2020,29,Serbia,1494
11 June 2020,32,Slovakia,1490
11 June 2020,34,Republic of Ireland,1486
11 June 2020,36,Northern Ireland,1476
11 June 2020,37,Romania,1475
11 June 2020,38,Russia,1470
11 June 2020,39,Iceland,1465
11 June 2020,44,Norway,1451
11 June 2020,45,Czech Republic,1446
11 June 2020,49,Bosnia and Herzegovina,1430
11 June 2020,50,Scotland,1422
11 June 2020,52,Hungary,1416
11 June 2020,54,Greece,1409
11 June 2020,58,Finland,1386
11 June 2020,59,Bulgaria,1381
11 June 2020,64,Montenegro,1365
11 June 2020,64,Slovenia,1365
11 June 2020,66,Albania,1356
11 June 2020,68,North Macedonia,1347
11 June 2020,87,Belarus,1283
11 June 2020,91,Georgia,1267
11 June 2020,93,Israel,1260
11 June 2020,95,Cyprus,1251
11 June 2020,98,Luxembourg,1236
11 June 2020,102,Armenia,1213
11 June 2020,104,Estonia,1202
11 June 2020,110,Faroe Islands,1181
11 June 2020,114,Azerbaijan,1177
11 June 2020,115,Kosovo,1174
11 June 2020,118,Kazakhstan,1155
11 June 2020,131,Lithuania,1089
11 June 2020,135,Andorra,1082
11 June 2020,137,Latvia,1079
16 July 2020,1,Belgium,1765
16 July 2020,2,France,1733
16 July 2020,4,England,1661
16 July 2020,6,Croatia,1642
16 July 2020,7,Portugal,1639
16 July 2020,8,Spain,1636
16 July 2020,12,Switzerland,1608
16 July 2020,13,Italy,1607
16 July 2020,14,Netherlands,1604
16 July 2020,15,Germany,1602
16 July 2020,16,Denmark,1598
16 July 2020,17,Sweden,1579
16 July 2020,19,Poland,1559
16 July 2020,23,Wales,1540
16 July 2020,24,Ukraine,1537
16 July 2020,26,Austria,1507
16 July 2020,29,Turkey,1494
16 July 2020,29,Serbia,1494
16 July 2020,32,Slovakia,1490
16 July 2020,34,Republic of Ireland,1486
16 July 2020,36,Northern Ireland,1476
16 July 2020,37,Romania,1475
16 July 2020,38,Russia,1470
16 July 2020,39,Iceland,1465
16 July 2020,44,Norway,1451
16 July 2020,45,Czech Republic,1446
16 July 2020,49,Bosnia and Herzegovina,1430
16 July 2020,50,Scotland,1422
16 July 2020,52,Hungary,1416
16 July 2020,54,Greece,1409
16 July 2020,58,Finland,1386
16 July 2020,59,Bulgaria,1381
16 July 2020,64,Montenegro,1365
16 July 2020,64,Slovenia,1365
16 July 2020,66,Albania,1356
16 July 2020,68,North Macedonia,1347
16 July 2020,87,Belarus,1283
16 July 2020,91,Georgia,1267
16 July 2020,93,Israel,1260
16 July 2020,95,Cyprus,1251
16 July 2020,98,Luxembourg,1236
16 July 2020,102,Armenia,1213
16 July 2020,104,Estonia,1202
16 July 2020,110,Faroe Islands,1181
16 July 2020,114,Azerbaijan,1177
16 July 2020,115,Kosovo,1174
16 July 2020,118,Kazakhstan,1155
16 July 2020,131,Lithuania,1089
16 July 2020,135,Andorra,1082
16 July 2020,137,Latvia,1079
17 September 2020,1,Belgium,1773
17 September 2020,2,France,1744
17 September 2020,4,England,1664
17 September 2020,5,Portugal,1653
17 September 2020,7,Spain,1642
17 September 2020,8,Croatia,1628
17 September 2020,12,Italy,1612
17 September 2020,13,Netherlands,1603
17 September 2020,14,Germany,1602
17 September 2020,15,Switzerland,1600
17 September 2020,16,Denmark,1593
17 September 2020,18,Sweden,1567
17 September 2020,19,Poland,1558
17 September 2020,21,Wales,1550
17 September 2020,24,Ukraine,1539
17 September 2020,27,Austria,1505
17 September 2020,31,Serbia,1486
17 September 2020,32,Turkey,1485
17 September 2020,32,Russia,1485
17 September 2020,34,Romania,1483
17 September 2020,36,Slovakia,1479
17 September 2020,37,Republic of Ireland,1475
17 September 2020,38,Northern Ireland,1468
17 September 2020,41,Iceland,1457
17 September 2020,44,Norway,1452
17 September 2020,45,Czech Republic,1446
17 September 2020,49,Scotland,1428
17 September 2020,50,Bosnia and Herzegovina,1426
17 September 2020,52,Hungary,1418
17 September 2020,53,Greece,1413
17 September 2020,56,Finland,1390
17 September 2020,60,Bulgaria,1378
17 September 2020,63,Montenegro,1376
17 September 2020,64,Slovenia,1368
17 September 2020,66,North Macedonia,1351
17 September 2020,66,Albania,1351
17 September 2020,87,Belarus,1282
17 September 2020,89,Georgia,1274
17 September 2020,93,Israel,1265
17 September 2020,97,Luxembourg,1237
17 September 2020,98,Cyprus,1236
17 September 2020,101,Armenia,1215
17 September 2020,107,Faroe Islands,1191
17 September 2020,108,Estonia,1188
17 September 2020,112,Azerbaijan,1179
17 September 2020,116,Kosovo,1167
17 September 2020,118,Kazakhstan,1156
17 September 2020,131,Lithuania,1093
17 September 2020,137,Latvia,1076
17 September 2020,137,Andorra,1076
22 October 2020,1,Belgium,1765
22 October 2020,2,France,1752
22 October 2020,4,England,1669
22 October 2020,5,Portugal,1661
22 October 2020,6,Spain,1639
22 October 2020,9,Croatia,1634
22 October 2020,12,Italy,1612
22 October 2020,13,Denmark,1610
22 October 2020,14,Germany,1607
22 October 2020,15,Netherlands,1596
22 October 2020,16,Switzerland,1589
22 October 2020,18,Poland,1568
22 October 2020,19,Sweden,1558
22 October 2020,20,Wales,1550
22 October 2020,23,Ukraine,1539
22 October 2020,25,Austria,1523
22 October 2020,30,Serbia,1489
22 October 2020,33,Turkey,1486
22 October 2020,34,Russia,1480
22 October 2020,36,Republic of Ireland,1467
22 October 2020,37,Slovakia,1466
22 October 2020,39,Iceland,1461
22 October 2020,41,Northern Ireland,1458
22 October 2020,43,Norway,1456
22 October 2020,44,Romania,1455
22 October 2020,45,Scotland,1446
22 October 2020,45,Czech Republic,1446
22 October 2020,47,Hungary,1439
22 October 2020,51,Bosnia and Herzegovina,1424
22 October 2020,54,Greece,1408
22 October 2020,55,Finland,1402
22 October 2020,62,Slovenia,1376
22 October 2020,64,Montenegro,1369
22 October 2020,65,North Macedonia,1356
22 October 2020,66,Bulgaria,1354
22 October 2020,69,Albania,1345
22 October 2020,86,Georgia,1287
22 October 2020,88,Israel,1275
22 October 2020,90,Belarus,1273
22 October 2020,95,Luxembourg,1247
22 October 2020,99,Cyprus,1225
22 October 2020,101,Armenia,1215
22 October 2020,107,Faroe Islands,1193
22 October 2020,109,Estonia,1185
22 October 2020,114,Azerbaijan,1175
22 October 2020,117,Kosovo,1158
22 October 2020,119,Kazakhstan,1153
22 October 2020,130,Lithuania,1105
22 October 2020,142,Latvia,1071
22 October 2020,145,Andorra,1065
26 November 2020,1,Belgium,1780
26 November 2020,2,France,1755
26 November 2020,4,England,1670
26 November 2020,5,Portugal,1662
26 November 2020,6,Spain,1645
26 November 2020,10,Italy,1625
26 November 2020,11,Croatia,1617
26 November 2020,12,Denmark,1614
26 November 2020,13,Germany,1610
26 November 2020,14,Netherlands,1609
26 November 2020,16,Switzerland,1586
26 November 2020,18,Wales,1562
26 November 2020,19,Poland,1559
26 November 2020,20,Sweden,1558
26 November 2020,23,Austria,1531
26 November 2020,24,Ukraine,1528
26 November 2020,30,Serbia,1495
26 November 2020,32,Turkey,1487
26 November 2020,33,Slovakia,1478
26 November 2020,37,Romania,1466
26 November 2020,39,Russia,1461
26 November 2020,40,Hungary,1460
26 November 2020,42,Republic of Ireland,1456
26 November 2020,42,Czech Republic,1456
26 November 2020,44,Norway,1450
26 November 2020,45,Northern Ireland,1440
26 November 2020,46,Iceland,1438
26 November 2020,48,Scotland,1436
26 November 2020,53,Greece,1413
26 November 2020,54,Finland,1411
26 November 2020,55,Bosnia and Herzegovina,1410
26 November 2020,62,Slovenia,1379
26 November 2020,63,Montenegro,1370
26 November 2020,65,North Macedonia,1362
26 November 2020,66,Albania,1360
26 November 2020,68,Bulgaria,1350
26 November 2020,87,Israel,1279
26 November 2020,88,Belarus,1269
26 November 2020,89,Georgia,1267
26 November 2020,98,Luxembourg,1235
26 November 2020,99,Armenia,1233
26 November 2020,100,Cyprus,1224
26 November 2020,107,Faroe Islands,1183
26 November 2020,109,Azerbaijan,1180
26 November 2020,109,Estonia,1180
26 November 2020,117,Kosovo,1155
26 November 2020,122,Kazakhstan,1142
26 November 2020,129,Lithuania,1114
26 November 2020,136,Latvia,1082
26 November 2020,151,Andorra,1048
10 December 2020,1,Belgium,1780
10 December 2020,2,France,1755
10 December 2020,4,England,1670
10 December 2020,5,Portugal,1662
10 December 2020,6,Spain,1645
10 December 2020,10,Italy,1625
10 December 2020,11,Croatia,1617
10 December 2020,12,Denmark,1614
10 December 2020,13,Germany,1610
10 December 2020,14,Netherlands,1609
10 December 2020,16,Switzerland,1593
10 December 2020,18,Wales,1562
10 December 2020,19,Poland,1559
10 December 2020,20,Sweden,1558
10 December 2020,23,Austria,1531
10 December 2020,24,Ukraine,1521
10 December 2020,30,Serbia,1495
10 December 2020,32,Turkey,1487
10 December 2020,33,Slovakia,1478
10 December 2020,37,Romania,1466
10 December 2020,39,Russia,1461
10 December 2020,40,Hungary,1460
10 December 2020,42,Czech Republic,1456
10 December 2020,42,Republic of Ireland,1456
10 December 2020,44,Norway,1450
10 December 2020,45,Northern Ireland,1440
10 December 2020,46,Iceland,1438
10 December 2020,48,Scotland,1436
10 December 2020,53,Greece,1413
10 December 2020,54,Finland,1411
10 December 2020,55,Bosnia and Herzegovina,1410
10 December 2020,62,Slovenia,1379
10 December 2020,63,Montenegro,1370
10 December 2020,65,North Macedonia,1362
10 December 2020,66,Albania,1360
10 December 2020,68,Bulgaria,1350
10 December 2020,87,Israel,1279
10 December 2020,88,Belarus,1269
10 December 2020,89,Georgia,1267
10 December 2020,98,Luxembourg,1235
10 December 2020,99,Armenia,1233
10 December 2020,100,Cyprus,1224
10 December 2020,107,Faroe Islands,1183
10 December 2020,109,Azerbaijan,1180
10 December 2020,109,Estonia,1180
10 December 2020,117,Kosovo,1155
10 December 2020,122,Kazakhstan,1142
10 December 2020,129,Lithuania,1114
10 December 2020,136,Latvia,1082
10 December 2020,151,Andorra,1048
18 February 2021,1,Belgium,1780
18 February 2021,2,France,1755
18 February 2021,4,England,1670
18 February 2021,5,Portugal,1662
18 February 2021,6,Spain,1645
18 February 2021,10,Italy,1625
18 February 2021,11,Croatia,1617
18 February 2021,12,Denmark,1614
18 February 2021,13,Germany,1610
18 February 2021,14,Netherlands,1609
18 February 2021,16,Switzerland,1593
18 February 2021,18,Wales,1562
18 February 2021,19,Poland,1559
18 February 2021,20,Sweden,1558
18 February 2021,23,Austria,1531
18 February 2021,24,Ukraine,1521
18 February 2021,30,Serbia,1492
18 February 2021,32,Turkey,1487
18 February 2021,34,Slovakia,1478
18 February 2021,37,Romania,1466
18 February 2021,39,Russia,1461
18 February 2021,40,Hungary,1460
18 February 2021,42,Republic of Ireland,1456
18 February 2021,42,Czech Republic,1456
18 February 2021,44,Norway,1450
18 February 2021,45,Northern Ireland,1440
18 February 2021,46,Iceland,1438
18 February 2021,48,Scotland,1436
18 February 2021,53,Greece,1413
18 February 2021,55,Finland,1411
18 February 2021,56,Bosnia and Herzegovina,1410
18 February 2021,62,Slovenia,1379
18 February 2021,63,Montenegro,1370
18 February 2021,65,North Macedonia,1362
18 February 2021,66,Albania,1360
18 February 2021,68,Bulgaria,1350
18 February 2021,87,Israel,1279
18 February 2021,88,Belarus,1269
18 February 2021,89,Georgia,1267
18 February 2021,98,Luxembourg,1235
18 February 2021,99,Armenia,1233
18 February 2021,100,Cyprus,1224
18 February 2021,107,Faroe Islands,1183
18 February 2021,108,Azerbaijan,1180
18 February 2021,108,Estonia,1180
18 February 2021,117,Kosovo,1155
18 February 2021,122,Kazakhstan,1142
18 February 2021,129,Lithuania,1114
18 February 2021,136,Latvia,1082
18 February 2021,151,Andorra,1048
07 April 2021,1,Belgium,1783.38
07 April 2021,2,France,1757.3
07 April 2021,4,England,1686.78
07 April 2021,5,Portugal,1666.12
07 April 2021,6,Spain,1648.13
07 April 2021,7,Italy,1642.06
07 April 2021,10,Denmark,1631.55
07 April 2021,12,Germany,1609.12
07 April 2021,13,Switzerland,1606.21
07 April 2021,14,Croatia,1605.75
07 April 2021,16,Netherlands,1598.04
07 April 2021,17,Wales,1570.36
07 April 2021,18,Sweden,1569.81
07 April 2021,21,Poland,1549.87
07 April 2021,23,Austria,1523.42
07 April 2021,24,Ukraine,1515.85
07 April 2021,25,Serbia,1512.9
07 April 2021,29,Turkey,1505.05
07 April 2021,36,Slovakia,1475.24
07 April 2021,37,Hungary,1468.75
07 April 2021,38,Russia,1462.65
07 April 2021,40,Czech Republic,1458.81
07 April 2021,42,Norway,1452.34
07 April 2021,43,Romania,1449.23
07 April 2021,44,Scotland,1441.43
07 April 2021,47,Republic of Ireland,1427.22
07 April 2021,48,Northern Ireland,1425.74
07 April 2021,51,Greece,1418.7
07 April 2021,52,Iceland,1415.99
07 April 2021,54,Finland,1410.82
07 April 2021,55,Bosnia and Herzegovina,1404.87
07 April 2021,62,North Macedonia,1374.73
07 April 2021,63,Slovenia,1369.88
07 April 2021,64,Montenegro,1368.49
07 April 2021,66,Albania,1362.09
07 April 2021,71,Bulgaria,1339.03
07 April 2021,85,Israel,1283.36
07 April 2021,89,Belarus,1276.79
07 April 2021,90,Armenia,1273.28
07 April 2021,91,Georgia,1259.51
07 April 2021,96,Luxembourg,1244.86
07 April 2021,97,Cyprus,1240.78
07 April 2021,110,Azerbaijan,1168.53
07 April 2021,113,Faroe Islands,1165.45
07 April 2021,116,Estonia,1161.58
07 April 2021,120,Kosovo,1151.73
07 April 2021,124,Kazakhstan,1147.35
07 April 2021,134,Lithuania,1102.84
07 April 2021,138,Latvia,1081.66
07 April 2021,158,Andorra,1034.9
27 May 2021,1,Belgium,1783.38
27 May 2021,2,France,1757.3
27 May 2021,4,England,1686.78
27 May 2021,5,Portugal,1666.12
27 May 2021,6,Spain,1648.13
27 May 2021,7,Italy,1642.06
27 May 2021,10,Denmark,1631.55
27 May 2021,12,Germany,1609.12
27 May 2021,13,Switzerland,1606.21
27 May 2021,14,Croatia,1605.75
27 May 2021,16,Netherlands,1598.04
27 May 2021,17,Wales,1570.36
27 May 2021,18,Sweden,1569.81
27 May 2021,21,Poland,1549.87
27 May 2021,23,Austria,1523.42
27 May 2021,24,Ukraine,1514.64
27 May 2021,25,Serbia,1512.9
27 May 2021,29,Turkey,1505.05
27 May 2021,36,Slovakia,1475.24
27 May 2021,37,Hungary,1468.75
27 May 2021,38,Russia,1462.65
27 May 2021,40,Czech Republic,1458.81
27 May 2021,42,Norway,1452.34
27 May 2021,43,Romania,1449.23
27 May 2021,44,Scotland,1441.43
27 May 2021,47,Republic of Ireland,1427.22
27 May 2021,48,Northern Ireland,1425.74
27 May 2021,51,Greece,1418.7
27 May 2021,52,Iceland,1415.99
27 May 2021,54,Finland,1410.82
27 May 2021,55,Bosnia and Herzegovina,1404.87
27 May 2021,62,North Macedonia,1374.73
27 May 2021,63,Slovenia,1369.88
27 May 2021,64,Montenegro,1368.49
27 May 2021,66,Albania,1362.09
27 May 2021,71,Bulgaria,1339.03
27 May 2021,85,Israel,1283.36
27 May 2021,89,Belarus,1276.79
27 May 2021,90,Armenia,1273.28
27 May 2021,91,Georgia,1259.51
27 May 2021,96,Luxembourg,1244.86
27 May 2021,97,Cyprus,1240.78
27 May 2021,110,Azerbaijan,1168.53
27 May 2021,113,Faroe Islands,1165.45
27 May 2021,116,Estonia,1161.58
27 May 2021,120,Kosovo,1151.73
27 May 2021,124,Kazakhstan,1147.35
27 May 2021,134,Lithuania,1102.84
27 May 2021,138,Latvia,1081.66
27 May 2021,158,Andorra,1034.9
